tconst,primaryTitle,originalTitle,startYear,decade,runtimeMinutes,primaryGenre,genres,averageRating,numVotes,ratingCategory,popularityTier,hasDirector,directors,writers
tt0199481,Druids,Vercingétorix,2001.0,2000.0,120,Adventure,"Adventure,Biography,Drama",2.8,5537,Poor (<5.0),Known (1K-10K),True,nm0233585,"nm0233585,nm0141124,nm0657853,nm0819004"
tt0199626,In the Cut,In the Cut,2003.0,2000.0,119,Mystery,"Mystery,Thriller",5.4,27729,Below Average (5.0-5.9),Popular (10K-50K),True,nm0001005,"nm0001005,nm0601912,nm0443613"
tt0199650,Jill Rips,Jill Rips,2000.0,2000.0,94,Drama,"Drama,Thriller",3.9,1353,Poor (<5.0),Known (1K-10K),True,nm0382776,"nm0911982,nm0076791,nm0512221"
tt0199700,Return to Plainlands,Lakeuden kutsu,2000.0,2000.0,99,Drama,Drama,5.9,606,Below Average (5.0-5.9),Niche (<1K),True,nm0889216,"nm0878408,nm0889216"
tt0199725,Love & Basketball,Love & Basketball,2000.0,2000.0,125,Drama,"Drama,Romance,Sport",7.2,26536,Good (7.0-7.9),Popular (10K-50K),True,nm0697656,nm0697656
tt0199727,"Love, Honor and Obey","Love, Honour and Obey",2000.0,2000.0,103,Comedy,"Comedy,Crime",6.4,6017,Average (6.0-6.9),Known (1K-10K),True,"nm0025823,nm0120987","nm0025823,nm0120987"
tt0199733,A Suburban Tale,Ken tulta pyytää,2001.0,2000.0,95,Comedy,Comedy,5.5,148,Below Average (5.0-5.9),Niche (<1K),True,nm0456426,"nm0456426,nm0758100"
tt0199744,Mambo Café,Mambo Café,2000.0,2000.0,98,Comedy,"Comedy,Drama,Romance",5.1,439,Below Average (5.0-5.9),Niche (<1K),True,nm0002840,nm0002840
tt0199748,Manhattan Chase,Manhattan Chase,2000.0,2000.0,97,Action,"Action,Drama",4.3,202,Poor (<5.0),Niche (<1K),True,nm0061792,nm3022173
tt0199753,Red Planet,Red Planet,2000.0,2000.0,106,Action,"Action,Sci-Fi,Thriller",5.7,62295,Below Average (5.0-5.9),Major (50K-100K),True,nm0388817,"nm0679326,nm0501380"
tt0199898,Old Master Q 2001,Lo Foo Ji,2001.0,2000.0,104,Animation,"Animation,Comedy,Fantasy",4.8,314,Poor (<5.0),Niche (<1K),True,nm0946875,"nm0997343,nm0844036,nm0007139,nm0996614,nm0946875"
tt0199974,The Prophet's Game,The Prophet's Game,2000.0,2000.0,106,Crime,"Crime,Drama,Thriller",4.9,1277,Poor (<5.0),Known (1K-10K),True,nm0175730,nm0159608
tt0200027,Riding in Cars with Boys,Riding in Cars with Boys,2001.0,2000.0,132,Biography,"Biography,Comedy,Drama",6.5,31807,Average (6.0-6.9),Popular (10K-50K),True,nm0001508,"nm0195838,nm0911750"
tt0200171,Stanley's Gig,Stanley's Gig,2000.0,2000.0,93,Drama,"Drama,Music",6.3,222,Average (6.0-6.9),Niche (<1K),True,nm0493701,"nm0213780,nm0493701"
tt0200191,As White as in Snow,Så vit som en snö,2001.0,2000.0,154,Biography,"Biography,Drama,Romance",6.2,635,Average (6.0-6.9),Niche (<1K),True,nm0873296,"nm0439640,nm0648162,nm0873296,nm0921653"
tt0200192,Cheeky,Tra(sgre)dire,2000.0,2000.0,91,Comedy,"Comedy,Drama",5.4,7368,Below Average (5.0-5.9),Known (1K-10K),True,nm0000972,"nm0000972,nm0162640,nm0672117,nm0744321,nm0953026"
tt0200257,Word and Utopia,Palavra e Utopia,2000.0,2000.0,130,Biography,"Biography,Drama,History",6.5,443,Average (6.0-6.9),Niche (<1K),True,nm0210701,nm0210701
tt0200299,Bad Luck Love,Bad Luck Love,2000.0,2000.0,94,Crime,"Crime,Drama",6.0,1576,Average (6.0-6.9),Known (1K-10K),True,nm0754328,"nm0754328,nm0904241"
tt0200422,Lover's Prayer,All Forgotten,2001.0,2000.0,106,Drama,"Drama,Romance,War",4.8,926,Poor (<5.0),Niche (<1K),True,nm0030612,"nm0877057,nm0155009,nm0030612"
tt0200427,Diamond Men,Diamond Men,2000.0,2000.0,100,Drama,Drama,6.9,1867,Average (6.0-6.9),Known (1K-10K),True,nm0169296,nm0169296
tt0200465,The Bank Job,The Bank Job,2008.0,2000.0,111,Crime,"Crime,Thriller",7.2,196531,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0002044,"nm0166074,nm0478588"
tt0200472,Beautiful Joe,Beautiful Joe,2000.0,2000.0,98,Comedy,"Comedy,Drama",5.6,2473,Below Average (5.0-5.9),Known (1K-10K),True,nm0582479,nm0582479
tt0200530,Chuck & Buck,Chuck & Buck,2000.0,2000.0,96,Comedy,"Comedy,Drama",6.6,6198,Average (6.0-6.9),Known (1K-10K),True,nm0037708,nm0925234
tt0200550,Coyote Ugly,Coyote Ugly,2000.0,2000.0,100,Comedy,"Comedy,Drama,Music",5.8,128095,Below Average (5.0-5.9),Blockbuster (100K+ votes),True,nm0573589,nm0920859
tt0200669,The Golden Bowl,The Golden Bowl,2000.0,2000.0,130,Drama,"Drama,Romance",5.9,4729,Below Average (5.0-5.9),Known (1K-10K),True,nm0412465,"nm0416556,nm0695609"
tt0200720,The House of Mirth,The House of Mirth,2000.0,2000.0,135,Drama,"Drama,Romance",7.0,8643,Good (7.0-7.9),Known (1K-10K),True,nm0203993,"nm0923585,nm0203993"
tt0200954,Totally Blonde,Totally Blonde,2001.0,2000.0,94,Comedy,Comedy,3.8,986,Poor (<5.0),Niche (<1K),True,nm0887996,nm0887996
tt0201020,The Rising Place,The Rising Place,2001.0,2000.0,93,Drama,Drama,6.4,222,Average (6.0-6.9),Niche (<1K),True,nm0723570,"nm0723570,nm1271073"
tt0201394,The Shrink Is In,The Shrink Is In,2001.0,2000.0,92,Comedy,"Comedy,Romance",5.1,1665,Below Average (5.0-5.9),Known (1K-10K),True,nm0000907,"nm0050198,nm0425394"
tt0201479,Rip It Off,Beyond the City Limits,2001.0,2000.0,91,Crime,"Crime,Drama,Thriller",3.9,717,Poor (<5.0),Niche (<1K),True,nm0309456,"nm1458888,nm0345615,nm0573032"
tt0201484,Blowback,Blowback,2000.0,2000.0,91,Thriller,Thriller,4.7,889,Poor (<5.0),Niche (<1K),True,nm0504495,"nm0325528,nm0374897,nm0289696"
tt0201485,The Body,The Body,2001.0,2000.0,109,Drama,"Drama,Mystery,Romance",5.4,9913,Below Average (5.0-5.9),Known (1K-10K),True,nm0566380,"nm0764592,nm0566380"
tt0201670,House!,House!,2000.0,2000.0,90,Comedy,"Comedy,Romance",6.0,430,Average (6.0-6.9),Niche (<1K),True,nm0447312,"nm0836557,nm0006450"
tt0201694,Longshot,Longshot,2001.0,2000.0,93,Action,"Action,Comedy,Crime",2.6,1201,Poor (<5.0),Known (1K-10K),True,nm0552693,"nm0213612,nm0669117"
tt0201726,The Last Producer,The Last Producer,2000.0,2000.0,90,Comedy,"Comedy,Drama",4.7,379,Poor (<5.0),Niche (<1K),True,nm0000608,nm0370879
tt0201737,Lost in the Pershing Point Hotel,Lost in the Pershing Point Hotel,2000.0,2000.0,107,Comedy,"Comedy,Drama",5.2,221,Below Average (5.0-5.9),Niche (<1K),True,nm0670580,nm0430074
tt0201844,Survival Island,Survival Island,2002.0,2000.0,85,Horror,"Horror,Thriller",2.6,4780,Poor (<5.0),Known (1K-10K),True,"nm0384862,nm0384863","nm0384862,nm0384863"
tt0201888,Rent a Friend,Rent a Friend,2000.0,2000.0,90,Comedy,"Comedy,Romance",6.9,754,Average (6.0-6.9),Niche (<1K),True,nm0856124,nm0856124
tt0201899,A Rumor of Angels,A Rumor of Angels,2000.0,2000.0,106,Drama,Drama,6.8,1793,Average (6.0-6.9),Known (1K-10K),True,nm0640964,"nm0102161,nm0258953,nm0395604,nm0640964"
tt0201901,Just One Night,Just One Night,2000.0,2000.0,90,Comedy,Comedy,5.4,337,Below Average (5.0-5.9),Niche (<1K),True,nm0414312,nm0414312
tt0202236,Tribulation,Tribulation,2000.0,2000.0,95,Drama,"Drama,Sci-Fi,Thriller",4.7,1032,Poor (<5.0),Known (1K-10K),True,nm0887055,"nm0482511,nm0482510"
tt0202256,Double Pack,DoppelPack,2000.0,2000.0,88,Comedy,Comedy,6.3,247,Average (6.0-6.9),Niche (<1K),True,nm0499721,"nm0499721,nm0696600"
tt0202314,Deep Core,Deep Core,2000.0,2000.0,80,Action,"Action,Sci-Fi,Thriller",3.2,1359,Poor (<5.0),Known (1K-10K),True,nm0567979,"nm0744985,nm0160582"
tt0202402,Whatever It Takes,Whatever It Takes,2000.0,2000.0,94,Comedy,"Comedy,Drama,Romance",5.5,13064,Below Average (5.0-5.9),Popular (10K-50K),True,nm0713527,nm0777043
tt0202405,Io amo Andrea,Io amo Andrea,2000.0,2000.0,109,Comedy,"Comedy,Romance",5.8,235,Below Average (5.0-5.9),Niche (<1K),True,nm0638308,"nm0142849,nm0158323,nm0638308"
tt0202458,Love.com,Love.com,2002.0,2000.0,85,Thriller,Thriller,2.0,202,Poor (<5.0),Niche (<1K),True,nm0050466,nm0944381
tt0202464,The Prince's Manuscript,Il manoscritto del principe,2000.0,2000.0,106,Biography,Biography,6.6,123,Average (6.0-6.9),Niche (<1K),True,nm0027948,"nm0027948,nm0545100"
tt0202470,Rock Star,Rock Star,2001.0,2000.0,105,Drama,"Drama,Music",6.3,46991,Average (6.0-6.9),Popular (10K-50K),True,nm0378893,nm0007082
tt0202623,The Third Wheel,The Third Wheel,2002.0,2000.0,91,Comedy,"Comedy,Romance",5.4,5114,Below Average (5.0-5.9),Known (1K-10K),True,nm0103655,nm0480217
tt0202641,Two Family House,Two Family House,2000.0,2000.0,108,Comedy,"Comedy,Drama,Romance",7.2,1780,Good (7.0-7.9),Known (1K-10K),True,nm0208343,nm0208343
tt0202677,The Way of the Gun,The Way of the Gun,2000.0,2000.0,119,Action,"Action,Crime,Drama",6.6,37119,Average (6.0-6.9),Popular (10K-50K),True,nm0003160,nm0003160
tt0202711,Swimming,Swimming,2000.0,2000.0,98,Drama,Drama,6.3,966,Average (6.0-6.9),Niche (<1K),True,nm0790957,"nm0063269,nm0790957,nm0940138"
tt0202856,Double Parked,Double Parked,2000.0,2000.0,98,Comedy,"Comedy,Drama",6.3,197,Average (6.0-6.9),Niche (<1K),True,nm0455873,"nm0455873,nm0812783"
tt0202989,Intern,The Intern,2000.0,2000.0,90,Comedy,Comedy,4.4,804,Poor (<5.0),Niche (<1K),True,nm0004627,"nm0236306,nm0465736"
tt0203009,Moulin Rouge!,Moulin Rouge!,2001.0,2000.0,127,Drama,"Drama,Musical,Romance",7.5,313290,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0525303,"nm0525303,nm0668902"
tt0203019,Men of Honor,Men of Honor,2000.0,2000.0,129,Biography,"Biography,Drama",7.2,131239,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0863387,nm0809899
tt0203053,Pilgrim,Pilgrim,2000.0,2000.0,94,Action,"Action,Mystery,Thriller",5.5,945,Below Average (5.0-5.9),Niche (<1K),True,nm0170113,"nm0170113,nm0589702,nm0003587"
tt0203119,Sexy Beast,Sexy Beast,2000.0,2000.0,89,Crime,"Crime,Drama,Thriller",7.3,75484,Good (7.0-7.9),Major (50K-100K),True,nm0322242,"nm0578011,nm0778476"
tt0203166,Together,Tillsammans,2000.0,2000.0,106,Comedy,"Comedy,Drama,Romance",7.4,25486,Good (7.0-7.9),Popular (10K-50K),True,nm0600546,nm0600546
tt0203230,You Can Count on Me,You Can Count on Me,2000.0,2000.0,111,Drama,Drama,7.5,33299,Good (7.0-7.9),Popular (10K-50K),True,nm0518836,nm0518836
tt0203289,American Desi,American Desi,2001.0,2000.0,100,Comedy,"Comedy,Drama,Romance",6.6,1694,Average (6.0-6.9),Known (1K-10K),True,nm0659313,nm0659313
tt0203297,"Love, Money, Love","L'amour, l'argent, l'amour",2000.0,2000.0,137,Drama,"Drama,Romance",5.2,582,Below Average (5.0-5.9),Niche (<1K),True,nm0344973,"nm0124000,nm0344973"
tt0203536,A Good Night to Die,A Good Night to Die,2003.0,2000.0,100,Action,"Action,Comedy,Thriller",4.6,750,Poor (<5.0),Niche (<1K),True,nm0801916,nm0458955
tt0203540,Greenfingers,Greenfingers,2000.0,2000.0,91,Comedy,"Comedy,Crime,Drama",6.8,6943,Average (6.0-6.9),Known (1K-10K),True,nm0380957,nm0380957
tt0203580,Illicit Lovers,Illicit Lovers,2000.0,2000.0,93,Comedy,"Comedy,Drama,Romance",3.6,321,Poor (<5.0),Niche (<1K),True,nm0534979,nm1039261
tt0203584,A Neapolitan Spell,Incantesimo napoletano,2002.0,2000.0,82,Comedy,Comedy,6.3,285,Average (6.0-6.9),Niche (<1K),True,"nm0002645,nm0591362","nm0002645,nm0591362"
tt0203632,The Princess and the Warrior,Der Krieger und die Kaiserin,2000.0,2000.0,135,Drama,"Drama,Mystery,Romance",7.4,15236,Good (7.0-7.9),Popular (10K-50K),True,nm0878756,nm0878756
tt0203755,One Night at McCool's,One Night at McCool's,2001.0,2000.0,93,Comedy,"Comedy,Crime",6.2,31969,Average (6.0-6.9),Popular (10K-50K),True,nm0958969,nm0782376
tt0203835,The Alternate,The Alternate,2000.0,2000.0,95,Action,"Action,Drama",3.1,937,Poor (<5.0),Niche (<1K),True,nm0278735,nm0312768
tt0203912,Sin's Kitchen,Sin's Kitchen,2004.0,2000.0,91,Drama,Drama,5.3,112,Below Average (5.0-5.9),Niche (<1K),True,nm0699315,nm0268242
tt0203940,Spiders,Spiders,2000.0,2000.0,94,Horror,"Horror,Sci-Fi,Thriller",4.0,3438,Poor (<5.0),Known (1K-10K),True,nm0428109,"nm0203246,nm0007206,nm0026829,nm0317368"
tt0203952,Straight Out of Compton,Straight Out of Compton,2003.0,2000.0,80,Crime,Crime,4.7,173,Poor (<5.0),Niche (<1K),True,nm1141083,nm1141083
tt0203975,Tart,Tart,2001.0,2000.0,94,Crime,"Crime,Drama,Romance",4.7,3789,Poor (<5.0),Known (1K-10K),True,nm0915529,nm0915529
tt0204055,Wild Mussels,Wilde mossels,2000.0,2000.0,115,Drama,Drama,6.9,1120,Average (6.0-6.9),Known (1K-10K),True,nm0116830,nm0116830
tt0204137,Animal Factory,Animal Factory,2000.0,2000.0,94,Crime,"Crime,Drama",6.6,16031,Average (6.0-6.9),Popular (10K-50K),True,nm0000114,"nm0120483,nm0827386"
tt0204175,Boys and Girls,Boys and Girls,2000.0,2000.0,94,Comedy,"Comedy,Drama,Romance",5.4,18255,Below Average (5.0-5.9),Popular (10K-50K),True,nm0410769,"nm0523198,nm0587884"
tt0204250,Death of a Saleswoman,Death of a Saleswoman,2006.0,2000.0,77,Comedy,"Comedy,Mystery",2.2,705,Poor (<5.0),Niche (<1K),True,nm0002844,nm0002844
tt0204313,Exorcist: The Beginning,Exorcist: The Beginning,2004.0,2000.0,114,Horror,"Horror,Mystery,Thriller",5.1,42371,Below Average (5.0-5.9),Popular (10K-50K),True,nm0001317,"nm1149075,nm0936537,nm0139627"
tt0204315,Pretend I'm Not Here,Faites comme si je n'étais pas là,2000.0,2000.0,101,Drama,Drama,6.5,444,Average (6.0-6.9),Niche (<1K),True,nm0415658,"nm0415658,nm0693907"
tt0204322,Firecracker,Firecracker,2005.0,2000.0,112,Crime,"Crime,Drama,Mystery",5.0,1081,Below Average (5.0-5.9),Known (1K-10K),True,nm0003931,"nm0003931,nm0049718"
tt0204350,Poor White Trash,Poor White Trash,2000.0,2000.0,85,Comedy,"Comedy,Crime",4.9,1506,Poor (<5.0),Known (1K-10K),True,nm0011689,"nm0011689,nm0881650"
tt0204352,Greasewood Flat,Greasewood Flat,2003.0,2000.0,121,Comedy,"Comedy,Drama",6.7,100,Average (6.0-6.9),Niche (<1K),True,nm0109112,nm0109112
tt0204626,The Watcher,The Watcher,2000.0,2000.0,97,Crime,"Crime,Drama,Mystery",5.3,29546,Below Average (5.0-5.9),Popular (10K-50K),True,nm0152741,"nm0583514,nm0254213,nm0043769"
tt0204640,Sordid Lives,Sordid Lives,2000.0,2000.0,111,Comedy,"Comedy,Romance",6.7,3892,Average (6.0-6.9),Known (1K-10K),True,nm0794971,nm0794971
tt0204700,Trouble Every Day,Trouble Every Day,2001.0,2000.0,101,Drama,"Drama,Horror,Thriller",5.9,10772,Below Average (5.0-5.9),Popular (10K-50K),True,nm0219136,"nm0219136,nm0267288"
tt0204761,Fidelity,La fidélité,2000.0,2000.0,166,Drama,Drama,5.6,2146,Below Average (5.0-5.9),Known (1K-10K),True,nm0958558,"nm0958558,nm0478548"
tt0204885,Being Considered,Being Considered,2000.0,2000.0,80,Comedy,Comedy,5.5,106,Below Average (5.0-5.9),Niche (<1K),True,nm0628146,nm0628146
tt0204932,A Summer Tale,Den bästa sommaren,2000.0,2000.0,91,Comedy,"Comedy,Drama,Family",7.3,4927,Good (7.0-7.9),Known (1K-10K),True,nm0540297,"nm0540297,nm0423872"
tt0204933,Camera Obscura,Camera Obscura,2000.0,2000.0,99,Crime,"Crime,Drama,Thriller",4.4,172,Poor (<5.0),Niche (<1K),True,nm0765307,nm0765307
tt0204946,Bring It On,Bring It On,2000.0,2000.0,98,Comedy,"Comedy,Romance,Sport",6.2,113768,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0715636,nm0070566
tt0205027,Swedish Beauty,Dubbel-8,2000.0,2000.0,88,Drama,Drama,5.1,677,Below Average (5.0-5.9),Niche (<1K),True,nm0294878,"nm0027679,nm0084810,nm0294878,nm0439640"
tt0205177,Kevin & Perry Go Large,Kevin & Perry Go Large,2000.0,2000.0,82,Comedy,"Comedy,Music",5.7,15314,Below Average (5.0-5.9),Popular (10K-50K),True,nm0125753,"nm0256960,nm0191874"
tt0205245,Majestät brauchen Sonne,Majestät brauchen Sonne,2000.0,2000.0,105,Documentary,Documentary,7.3,116,Good (7.0-7.9),Niche (<1K),True,nm0769996,nm0769996
tt0205271,Dr. T & the Women,Dr. T & the Women,2000.0,2000.0,122,Comedy,"Comedy,Drama,Romance",4.7,20932,Poor (<5.0),Popular (10K-50K),True,nm0000265,nm0710828
tt0205380,Sanam Teri Kasam,Sanam Teri Kasam,2009.0,2000.0,170,Action,"Action,Drama,Romance",4.1,200,Poor (<5.0),Niche (<1K),True,nm0195934,nm0718764
tt0205418,The Smokers,The Smokers,2000.0,2000.0,96,Thriller,Thriller,3.0,2939,Poor (<5.0),Known (1K-10K),True,nm1077968,"nm1077968,nm0325374"
tt0205461,Thomas and the Magic Railroad,Thomas and the Magic Railroad,2000.0,2000.0,85,Adventure,"Adventure,Comedy,Family",4.3,5214,Poor (<5.0),Known (1K-10K),True,nm0020150,"nm0020150,nm0043423,nm1138141"
tt0205498,Venus and Mars,Venus and Mars,2001.0,2000.0,94,Comedy,"Comedy,Romance",5.9,237,Below Average (5.0-5.9),Niche (<1K),True,nm0557846,nm0852023
tt0205526,Wildflower,Wildflower,2000.0,2000.0,92,Thriller,Thriller,3.5,198,Poor (<5.0),Niche (<1K),True,nm0490375,nm0650380
tt0205718,Coconut Heads,Teste di cocco,2000.0,2000.0,95,Comedy,Comedy,4.3,181,Poor (<5.0),Niche (<1K),True,nm0320306,"nm0033840,nm0073053,nm0207401,nm0320306"
tt0205738,AmnesiA,AmnesiA,2001.0,2000.0,90,Comedy,"Comedy,Drama,Mystery",6.5,603,Average (6.0-6.9),Niche (<1K),True,nm0465551,nm0465551
tt0205836,Tutto l'amore che c'è,Tutto l'amore che c'è,2000.0,2000.0,95,Drama,Drama,6.7,404,Average (6.0-6.9),Niche (<1K),True,nm0748207,"nm0748207,nm0823424"
tt0205873,The Dish,The Dish,2000.0,2000.0,101,Comedy,"Comedy,Drama,History",7.2,17754,Good (7.0-7.9),Popular (10K-50K),True,nm0803203,"nm0162274,nm0322467,nm0448088,nm0803203"
tt0205936,Five Seconds to Spare,Five Seconds to Spare,2000.0,2000.0,99,Crime,"Crime,Mystery,Thriller",5.2,258,Below Average (5.0-5.9),Niche (<1K),True,nm0175365,"nm1171037,nm0175365"
tt0206075,The King's Guard,The King's Guard,2000.0,2000.0,92,Adventure,Adventure,3.4,633,Poor (<5.0),Niche (<1K),True,nm0878716,nm0878716
tt0206087,Liberate i pesci!,Liberate i pesci!,2000.0,2000.0,93,Comedy,Comedy,6.2,199,Average (6.0-6.9),Niche (<1K),True,nm0173724,"nm0173724,nm0599291,nm0638115"
tt0206088,Bundle of Joy,LiebesLuder,2000.0,2000.0,91,Comedy,Comedy,6.2,357,Average (6.0-6.9),Niche (<1K),True,nm0118345,"nm0118345,nm0858399"
tt0206093,Holy Tongue,La lingua del santo,2000.0,2000.0,110,Comedy,Comedy,6.7,594,Average (6.0-6.9),Niche (<1K),True,nm0563473,"nm0076914,nm0176197,nm0563473,nm0678499"
tt0206113,Madison,Madison,2001.0,2000.0,99,Drama,"Drama,Sport",6.3,1725,Average (6.0-6.9),Known (1K-10K),True,nm0082841,"nm0082841,nm0082839"
tt0206184,On Edge,On Edge,2001.0,2000.0,93,Comedy,"Comedy,Romance,Sport",5.0,328,Below Average (5.0-5.9),Niche (<1K),True,nm0806248,"nm0806248,nm0937836"
tt0206187,Keep the River on Your Right: A Modern Cannibal Tale,Keep the River on Your Right: A Modern Cannibal Tale,2000.0,2000.0,93,Adventure,"Adventure,Documentary,Romance",6.7,869,Average (6.0-6.9),Niche (<1K),True,"nm0788488,nm2428282","nm0788488,nm2428282"
tt0206200,Johnny the Partisan,Il partigiano Johnny,2000.0,2000.0,135,Drama,"Drama,War",6.3,344,Average (6.0-6.9),Niche (<1K),True,nm0157337,"nm0157337,nm0271970,nm0503182"
tt0206223,Press Run,Press Run,2000.0,2000.0,93,Thriller,Thriller,4.3,150,Poor (<5.0),Niche (<1K),True,nm0228479,"nm0059700,nm0831370"
tt0206226,Psycho Beach Party,Psycho Beach Party,2000.0,2000.0,95,Comedy,"Comedy,Horror,Mystery",6.1,7446,Average (6.0-6.9),Known (1K-10K),True,nm0455214,nm0123958
tt0206275,Save the Last Dance,Save the Last Dance,2001.0,2000.0,112,Drama,"Drama,Music,Romance",6.2,68843,Average (6.0-6.9),Major (50K-100K),True,nm0141961,"nm0012137,nm0249882"
tt0206314,Joy Ride,Joy Ride,2001.0,2000.0,97,Mystery,"Mystery,Thriller",6.6,81536,Average (6.0-6.9),Major (50K-100K),True,nm0001093,"nm0850774,nm0009190"
tt0206367,The Trumpet of the Swan,The Trumpet of the Swan,2001.0,2000.0,75,Animation,"Animation,Drama,Family",5.0,1390,Below Average (5.0-5.9),Known (1K-10K),True,"nm0636487,nm0723704","nm0736538,nm0924754"
tt0206420,Woman on Top,Woman on Top,2000.0,2000.0,92,Comedy,"Comedy,Fantasy,Romance",5.3,11239,Below Average (5.0-5.9),Popular (10K-50K),True,nm0868643,nm0087733
tt0206608,The Farewell,Abschied - Brechts letzter Sommer,2000.0,2000.0,97,Biography,"Biography,Comedy,Drama",6.1,202,Average (6.0-6.9),Niche (<1K),True,nm0778338,nm1586662
tt0206634,Children of Men,Children of Men,2006.0,2000.0,109,Drama,"Drama,Sci-Fi,Thriller",7.9,563083,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0190859,"nm0190859,nm0786694,nm0033153,nm1318843,nm1319757,nm0416807"
tt0206742,Fast Food Fast Women,Fast Food Fast Women,2000.0,2000.0,95,Comedy,"Comedy,Romance",6.4,2199,Average (6.0-6.9),Known (1K-10K),True,nm0464180,nm0464180
tt0206762,Friends and Family,Friends and Family,2001.0,2000.0,87,Comedy,"Comedy,Crime",6.3,1565,Average (6.0-6.9),Known (1K-10K),True,nm0184016,nm0872657
tt0206795,A Handful of Grass,Eine Hand Voll Gras,2000.0,2000.0,100,Drama,Drama,6.5,253,Average (6.0-6.9),Niche (<1K),True,nm0725345,nm0863639
tt0206866,King of Thieves,König der Diebe,2003.0,2000.0,101,Drama,Drama,7.1,432,Good (7.0-7.9),Niche (<1K),True,nm0299697,nm0299697
tt0206917,The Man Who Cried,The Man Who Cried,2000.0,2000.0,100,Drama,"Drama,Music,Romance",6.1,17107,Average (6.0-6.9),Popular (10K-50K),True,nm0006845,"nm0006845,nm0232924"
tt0206926,Maybe Baby,Maybe Baby,2000.0,2000.0,104,Comedy,"Comedy,Romance",5.6,6283,Below Average (5.0-5.9),Known (1K-10K),True,"nm0255780,nm0491402",nm0255780
tt0206963,My First Mister,My First Mister,2001.0,2000.0,109,Comedy,"Comedy,Drama,Romance",7.1,6131,Good (7.0-7.9),Known (1K-10K),True,nm0001441,nm0291589
tt0207036,Luck of the Draw,Luck of the Draw,2000.0,2000.0,101,Crime,"Crime,Drama,Thriller",5.1,719,Below Average (5.0-5.9),Niche (<1K),True,nm0001942,"nm0001942,nm0088830,nm0003389"
tt0207051,The Journey to Kafiristan,Die Reise nach Kafiristan,2001.0,2000.0,101,Drama,Drama,6.1,348,Average (6.0-6.9),Niche (<1K),True,"nm0239320,nm0239322","nm0239320,nm0239322,nm9177025"
tt0207161,Time Share,Time Share,2000.0,2000.0,87,Comedy,"Comedy,Family,Romance",5.7,1520,Below Average (5.0-5.9),Known (1K-10K),True,nm0903232,nm0875740
tt0207163,Tolerance,Tolerância,2000.0,2000.0,100,Drama,"Drama,Thriller",6.3,537,Average (6.0-6.9),Niche (<1K),True,nm0314068,"nm0039856,nm0299134,nm0314068,nm0854086"
tt0207198,What to Do in Case of Fire,"Was tun, wenn's brennt?",2001.0,2000.0,101,Action,"Action,Comedy,Drama",6.8,3813,Average (6.0-6.9),Known (1K-10K),True,nm0774221,"nm0246308,nm0928316"
tt0207201,What Women Want,What Women Want,2000.0,2000.0,127,Comedy,"Comedy,Fantasy,Romance",6.5,238438,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0583600,"nm0326092,nm0951135,nm0236884"
tt0207296,After the Rain,After the Rain,2000.0,2000.0,87,Crime,"Crime,Drama,Thriller",5.1,105,Below Average (5.0-5.9),Niche (<1K),True,nm0483953,nm0251210
tt0207333,Believe,Believe,2000.0,2000.0,96,Family,"Family,Horror",5.1,937,Below Average (5.0-5.9),Niche (<1K),True,nm0864016,"nm0332161,nm0481024,nm0864016"
tt0207377,Chain of Command,Chain of Command,2000.0,2000.0,96,Action,"Action,Adventure,Thriller",4.6,984,Poor (<5.0),Niche (<1K),True,nm0855613,nm0486906
tt0207524,How to Kill Your Neighbor's Dog,How to Kill Your Neighbor's Dog,2000.0,2000.0,107,Comedy,"Comedy,Drama",6.8,3732,Average (6.0-6.9),Known (1K-10K),True,nm0435701,nm0435701
tt0207585,Lloyd,Lloyd,2001.0,2000.0,74,Comedy,"Comedy,Drama,Family",6.0,813,Average (6.0-6.9),Niche (<1K),True,nm0057666,nm0057666
tt0207631,Nostradamus,Nostradamus,2000.0,2000.0,88,Action,"Action,Adventure,Sci-Fi",4.5,761,Poor (<5.0),Niche (<1K),True,nm0847749,"nm0100027,nm0410237,nm0418590"
tt0207638,Here's to Life!,Here's to Life!,2000.0,2000.0,94,Drama,Drama,5.7,142,Below Average (5.0-5.9),Niche (<1K),True,nm0647592,nm0647592
tt0207745,"A Girl, Three Guys, and a Gun","A Girl, Three Guys, and a Gun",2000.0,2000.0,85,Comedy,"Comedy,Drama",4.6,287,Poor (<5.0),Niche (<1K),True,nm0282664,nm0282664
tt0207988,The Sleepy Time Gal,The Sleepy Time Gal,2001.0,2000.0,108,Drama,Drama,6.0,469,Average (6.0-6.9),Niche (<1K),True,nm0618405,"nm0618405,nm0201275"
tt0208003,Big Momma's House,Big Momma's House,2000.0,2000.0,99,Action,"Action,Comedy,Crime",5.3,95546,Below Average (5.0-5.9),Major (50K-100K),True,nm0331532,"nm0702912,nm0722610"
tt0208026,A Chinese in a Coma,C'era un cinese in coma,2000.0,2000.0,108,Comedy,Comedy,5.7,1338,Below Average (5.0-5.9),Known (1K-10K),True,nm0893872,"nm0686742,nm0893872,nm0894787"
